Year,quarter,ukos,mode,country,purpose,package,Age,Sex,duration,visits,nights,spend,sample
2016,4,1,1,71,4,1,3,1,2,1880.293,14710.894,925484.6,2
2016,4,1,1,71,4,1,3,1,3,1955.713,37158.547,0,1
2016,4,1,1,71,4,1,3,1,4,1825.571,57618.012,4570174,2
2016,4,1,1,71,4,1,3,2,2,2798.156,19797.488,856985.816,2
2016,4,1,1,71,4,1,3,2,4,1883.279,69681.323,2510410.907,1
2016,4,1,1,71,4,1,4,2,4,1465.636,43969.08,1099227,1
2016,4,1,1,71,4,1,5,1,3,812.753,11378.542,425069.819,1
2016,4,1,1,71,4,1,5,2,1,825.256,1650.512,207139.256,1
2016,4,1,1,71,4,1,5,2,2,516.281,6711.653,774421.5,1
2016,4,1,1,71,4,1,5,2,3,1364.012,27280.24,682006,1
2016,4,1,1,71,4,1,6,1,3,1420.538,28410.76,1420538,1
2016,4,1,1,71,4,1,6,1,4,797.532,48649.452,1200285.66,1
2016,4,1,1,71,4,1,6,2,2,1833.18,18331.8,137488.5,1
2016,4,1,1,71,4,1,7,2,3,1364.012,31372.276,1020280.976,1
2016,4,1,1,71,5,1,3,1,2,812.753,3251.012,0,1
2016,4,1,1,71,5,1,7,1,2,1586.987,15869.87,1068042.251,1
2016,4,1,1,72,1,1,1,2,2,825.256,4951.536,123788.4,1
2016,4,1,1,72,1,1,1,2,4,425.727,31078.071,127718.1,1
2016,4,1,1,72,1,1,2,1,2,958.763,6711.341,127515.479,1
2016,4,1,1,72,1,1,2,2,3,356.166,4986.324,71233.2,1
2016,4,1,1,72,1,1,3,1,2,1825.571,16417.646,1360451.056,2
2016,4,1,1,72,1,1,3,1,3,2051.233,36960.895,1528788.393,3
2016,4,1,1,72,1,1,3,2,2,1364.012,9548.084,126853.116,1
2016,4,1,1,72,1,1,3,2,3,2146.826,41075.172,846312.5,2
2016,4,1,1,72,1,1,4,1,2,3987.04,36516.902,4352661.052,4
2016,4,1,1,72,1,1,4,1,3,2794.425,49943.484,3033554.568,4
2016,4,1,1,72,1,1,4,2,2,1384.49,9158.394,2175516.562,2
2016,4,1,1,72,1,1,4,2,3,1438.545,24396.9,1438545,2
2016,4,1,1,72,1,1,5,1,2,1917.526,15340.208,1581958.95,2
2016,4,1,1,72,1,1,5,1,3,3273.215,68890.88,2063433.74,3
2016,4,1,1,72,1,1,5,2,2,3633.418,37956.745,2630619.099,4
2016,4,1,1,72,1,1,5,2,3,2546.37,41192.512,1967152.527,3
2016,4,1,1,72,1,1,6,1,2,2922.131,30585.322,2971864.496,2
2016,4,1,1,72,1,1,6,1,3,3761.183,59172.647,3756069.44,2
2016,4,1,1,72,1,1,6,1,4,812.753,26008.096,2438259,1
2016,4,1,1,72,1,1,6,2,2,2654.434,25448.025,2472716.05,2
2016,4,1,1,72,1,1,6,2,3,5919.53,86854.769,6442176.95,4
2016,4,1,1,72,1,1,7,1,2,425.727,5108.724,63859.05,1
2016,4,1,1,72,1,1,7,1,3,6085.889,130333.468,3622606.403,4
2016,4,1,1,72,1,1,7,1,5,1883.279,171378.389,2514177.465,1
2016,4,1,1,72,1,2,3,2,3,1586.987,28565.766,2110692.71,1
2016,4,1,1,72,1,2,6,1,3,1691.087,27057.392,3546209.439,1
2016,4,1,1,72,1,2,6,1,4,812.753,23569.837,2787742.79,1
2016,4,1,1,72,1,2,6,2,3,356.166,5342.49,678140.064,1
2016,4,1,1,72,1,2,7,2,2,3761.183,30460.634,2039798.546,2
2016,4,1,1,72,1,2,7,2,3,1910.261,40115.481,7778582.792,1
2016,4,1,1,72,2,1,3,2,4,1377.451,93666.668,5376191.253,1
2016,4,1,1,72,2,1,4,1,1,812.753,2438.259,671333.978,1
2016,4,1,1,72,2,1,4,1,2,7082.476,43644.466,7791840.4,6
2016,4,1,1,72,2,1,4,1,3,1910.261,32474.437,349577.763,1
2016,4,1,1,72,2,1,4,1,4,1364.012,61380.54,1364012,1
2016,4,1,1,72,2,1,4,2,2,2728.024,15004.132,3663736.232,2
2016,4,1,1,72,2,1,5,1,1,2780.969,8342.907,2000639.513,2
2016,4,1,1,72,2,1,5,1,2,7004.122,64149.564,9819188.5,6
2016,4,1,1,72,2,1,5,2,2,1558.119,9348.714,155811.9,1
2016,4,1,1,72,2,1,5,2,3,1807.847,30700.892,6015754.61,2
2016,4,1,1,72,2,1,6,1,2,4098.526,23220.654,4997865.32,3
2016,4,1,1,72,2,1,6,1,3,769.375,20773.125,3720697.5,1
2016,4,1,1,72,2,1,7,1,2,1883.279,22599.348,7533116,1
2016,4,1,1,72,4,1,1,2,2,1910.261,15282.088,133718.27,1
2016,4,1,1,72,4,1,2,1,3,1012.818,16205.088,101281.8,1
2016,4,1,1,72,4,1,2,2,2,1910.261,19102.61,649488.74,1
2016,4,1,1,72,4,1,2,2,3,403.005,5642.07,0,1
2016,4,1,1,72,4,1,2,2,5,425.727,39592.611,0,1
2016,4,1,1,72,4,1,3,1,2,6496.22,64143.634,7511966.225,7
2016,4,1,1,72,4,1,3,1,3,9475.686,155949.626,5899518.176,12
2016,4,1,1,72,4,1,3,1,4,2109.133,107126.59,498035.106,2
2016,4,1,1,72,4,1,3,1,5,1364.012,124125.092,0,1
2016,4,1,1,72,4,1,3,2,2,7892.777,64450.126,1439821.19,6
2016,4,1,1,72,4,1,3,2,3,6892.908,143381.793,2842519.783,9
2016,4,1,1,72,4,1,3,2,4,3979.088,133538.354,1788305.7,3
2016,4,1,1,72,4,1,4,1,2,6317.382,57513.57,1277073.003,8
2016,4,1,1,72,4,1,4,1,3,12806.389,227873.207,6756563.745,15
2016,4,1,1,72,4,1,4,1,4,2095.809,79773.169,663217,2
2016,4,1,1,72,4,1,4,2,2,1883.279,22599.348,564983.7,1
2016,4,1,1,72,4,1,4,2,3,5553.491,121373.478,2259001.804,5
2016,4,1,1,72,4,1,4,2,4,812.753,43888.662,907845.101,1
2016,4,1,1,72,4,1,4,2,5,1910.261,324744.37,955130.5,1
2016,4,1,1,72,4,1,5,1,2,7051.408,57907.68,2241188.45,7
2016,4,1,1,72,4,1,5,1,3,5158.919,87419.758,4560605.308,5
2016,4,1,1,72,4,1,5,1,4,2407.384,85293.952,1724343.653,3
2016,4,1,1,72,4,1,5,2,2,2841.264,24355.618,878461.469,4
2016,4,1,1,72,4,1,5,2,3,3562.511,66688.672,982229.8,4
2016,4,1,1,72,4,1,5,2,4,759.171,24883.833,1162176,2
2016,4,1,1,72,4,1,6,1,2,812.753,4063.765,243825.9,1
2016,4,1,1,72,4,1,6,1,3,9849.432,202271.777,7215398.086,8
2016,4,1,1,72,4,1,6,1,4,2696.032,107365.168,3231295,2
2016,4,1,1,72,4,1,6,2,1,403.005,403.005,161202,1
2016,4,1,1,72,4,1,6,2,2,443.835,3106.845,22191.75,1
2016,4,1,1,72,4,1,6,2,3,3332.23,77020.857,2999539.239,3
2016,4,1,1,72,4,1,6,2,4,3616.896,124307.914,1137370.55,3
2016,4,1,1,72,4,1,6,2,6,769.375,156183.125,1538750,1
2016,4,1,1,72,4,1,7,1,3,2176.765,37294.77,747379.5,2
2016,4,1,1,72,4,1,7,1,4,7106.631,255984.579,4722782.828,6
2016,4,1,1,72,4,1,7,2,2,5439.831,58825.323,1480026.6,2
2016,4,1,1,72,4,1,7,2,3,2025.636,49628.082,1012818,2
2016,4,1,1,72,4,1,7,2,4,2309.006,70612.346,111113.461,2
2016,4,1,1,72,4,1,7,2,5,1883.279,173261.668,627131.907,1
2016,4,1,1,72,4,2,5,2,4,812.753,28446.355,790808.669,1
2016,4,1,1,72,5,1,3,1,2,425.727,2128.635,156241.809,1
2016,4,1,1,72,5,1,3,1,3,812.753,11378.542,438886.62,1
2016,4,1,1,72,5,1,3,1,4,425.727,25117.893,283959.909,1
2016,4,1,1,72,5,1,3,2,2,812.753,8127.53,243825.9,1
2016,4,1,1,72,5,1,4,1,2,965.401,6757.807,241350.25,1
2016,4,1,1,72,5,1,4,1,4,1558.119,62324.76,3038332.05,1
2016,4,1,1,72,5,1,4,2,4,812.753,65020.24,406376.5,1
2016,4,1,1,72,5,1,5,1,2,356.166,1424.664,65178.378,1
2016,4,1,1,72,5,1,5,1,4,1558.119,54534.165,7790595,1
2016,4,1,1,72,5,1,6,1,6,812.753,233260.111,1407688.196,1
2016,4,1,1,72,5,1,7,1,4,356.166,13534.308,356166,1
2016,4,1,1,72,5,1,7,2,3,1012.818,16205.088,1053330.72,1
2016,4,1,1,72,5,2,4,1,1,2019.445,4038.89,371577.88,1
2016,4,1,1,73,1,1,2,2,3,993.851,14907.765,2484627.5,1
2016,4,1,1,73,1,1,3,1,3,1121.721,15704.094,5608605,1
2016,4,1,1,73,1,1,3,2,2,2263.168,21166.044,2208867.444,2
2016,4,1,1,73,1,1,3,2,3,1121.721,16825.815,2133513.342,1
2016,4,1,1,73,1,1,4,1,2,357.59,3218.31,129447.58,1
2016,4,1,1,73,1,1,4,1,3,1637.159,22920.226,1340768.437,2
2016,4,1,1,73,1,1,4,2,2,1121.721,10095.489,1333726.269,1
2016,4,1,1,73,1,1,4,2,3,1434.144,20078.016,1338056.352,1
2016,4,1,1,73,1,1,6,1,2,986.447,6905.129,739835.25,1
2016,4,1,1,73,1,1,7,2,3,1448.725,28974.5,3616017.6,1
2016,4,1,1,73,1,2,3,1,3,1465.636,20518.904,2073874.94,1
2016,4,1,1,73,1,2,5,2,2,357.59,3218.31,375827.09,1
2016,4,1,1,73,1,2,6,2,2,1121.721,14582.373,1650051.591,1
2016,4,1,1,73,1,2,7,1,2,1922.733,23072.796,2297665.935,1
2016,4,1,1,73,1,2,7,1,4,1883.279,56498.37,1821130.793,1
2016,4,1,1,73,2,1,4,1,2,2403.069,18422.085,3748701,2
2016,4,1,1,73,2,1,4,2,2,3216.135,26179.305,2731947.825,2
2016,4,1,1,73,2,1,5,1,2,2448.155,18872.945,5642252.3,2
2016,4,1,1,73,2,1,5,2,2,1883.279,20716.069,1374793.67,1
2016,4,1,1,73,4,1,1,2,3,1281.348,33315.048,1078895.016,1
2016,4,1,1,73,4,1,3,1,2,797.532,7975.32,518395.8,1
2016,4,1,1,73,4,1,4,1,2,2530.986,13489.107,2807148,2
2016,4,1,1,74,1,1,1,2,4,2772.332,169112.252,693083,1
2016,4,1,1,74,1,1,3,1,2,1743.725,12206.075,523117.5,1
2016,4,1,1,74,1,1,3,1,3,2888.831,68623.905,2498225.5,2
2016,4,1,1,74,1,1,4,1,3,2842.042,73893.092,4008173.926,2
2016,4,1,1,74,1,1,4,1,4,356.166,17095.968,534249,1
2016,4,1,1,74,1,1,4,2,3,1883.279,26365.906,403021.706,1
2016,4,1,1,74,1,1,6,1,4,769.375,24620,384687.5,1
2016,4,1,1,74,1,1,6,2,3,986.447,13810.258,66091.949,1
2016,4,1,1,74,1,1,7,1,4,1955.713,80184.233,1955713,1
2016,4,1,1,74,4,1,1,1,2,1743.725,15693.525,348745,1
2016,4,1,1,74,4,1,1,1,3,1399.11,32179.53,465903.63,1
2016,4,1,1,74,4,1,1,1,4,2798.22,103534.14,1173853.29,2
2016,4,1,1,74,4,1,1,2,2,1743.725,12206.075,931149.15,1
2016,4,1,1,74,4,1,1,2,3,3142.835,59003.985,768478,2
2016,4,1,1,74,4,1,2,1,3,4122.724,85508.706,793749.532,3
2016,4,1,1,74,4,1,2,1,4,948.809,78751.147,1138570.8,1
2016,4,1,1,74,4,1,2,2,4,3172.617,114874.332,1032534.63,3
2016,4,1,1,74,4,1,3,1,2,1402.598,10119.835,430226.829,2
2016,4,1,1,74,4,1,3,1,3,3350.859,62411.04,455568.87,3
2016,4,1,1,74,4,1,3,1,4,5533.662,281164.676,3405268.416,5
2016,4,1,1,74,4,1,3,1,5,1955.713,187748.448,2542426.9,1
2016,4,1,1,74,4,1,3,2,2,2798.22,26583.09,1986736.2,2
2016,4,1,1,74,4,1,3,2,3,3685.394,68189.789,895363.35,3
2016,4,1,1,74,4,1,3,2,4,2776.561,87450.842,1931680.25,2
2016,4,1,1,74,4,1,4,1,2,3941.871,24915.126,1357602.87,3
2016,4,1,1,74,4,1,4,1,3,3242.055,70881.375,834492.63,3
2016,4,1,1,74,4,1,4,1,4,5479.062,254293.242,2790416.1,5
2016,4,1,1,74,4,1,4,2,2,1326.434,17243.642,127337.664,1
2016,4,1,1,74,4,1,4,2,3,356.166,8547.984,356166,1
2016,4,1,1,74,4,1,4,2,4,5127.485,235857.096,1767417.766,4
2016,4,1,1,74,4,1,5,1,2,6441.78,60568.599,3439907.029,5
2016,4,1,1,74,4,1,5,1,3,6266.9,123741.959,10661515.65,4
2016,4,1,1,74,4,1,5,1,4,5122.896,214838.772,3344412,4
2016,4,1,1,74,4,1,5,2,3,5531.463,95347.345,2815661.764,4
2016,4,1,1,74,4,1,5,2,4,1883.279,56498.37,188327.9,1
2016,4,1,1,74,4,1,6,1,4,1399.11,89543.04,5596440,1
2016,4,1,1,74,4,1,6,2,3,9750.974,191499.263,7438935.55,6
2016,4,1,1,74,4,1,7,1,2,356.166,3205.494,102931.974,1
2016,4,1,1,74,4,1,7,1,3,1743.725,36618.225,523117.5,1
2016,4,1,1,74,4,1,7,1,4,2662.866,153208.026,315563.076,2
2016,4,1,1,74,5,2,7,1,2,356.166,3917.826,312713.748,1
2016,4,1,1,75,1,1,3,2,2,1377.451,16529.412,2066176.5,1
2016,4,1,1,75,1,1,4,1,2,1377.451,15151.961,688725.5,1
2016,4,1,1,75,1,1,4,1,4,443.835,19528.74,266301,1
2016,4,1,1,75,1,1,5,1,2,769.375,7693.75,562413.125,1
2016,4,1,1,75,1,1,7,2,3,1326.434,19896.51,2652868,1
2016,4,1,1,75,1,2,4,2,2,769.375,6155,1057121.25,1
2016,4,1,1,75,1,2,5,1,2,1377.451,12397.059,2033117.676,1
2016,4,1,1,75,1,2,5,1,3,1434.144,21512.16,2417966.784,1
2016,4,1,1,75,1,2,5,2,2,356.166,4273.992,407097.738,1
2016,4,1,1,75,1,2,6,2,2,1377.451,15151.961,2126784.344,1
2016,4,1,1,75,1,2,7,2,2,1883.279,22599.348,1378560.228,1
2016,4,1,1,75,2,1,5,1,2,356.166,1424.664,284932.8,1
2016,4,1,1,75,4,1,2,1,2,1955.713,19557.13,391142.6,1
2016,4,1,1,75,4,1,4,1,2,769.375,7693.75,253124.375,1
2016,4,1,1,75,4,1,4,1,3,356.166,7479.486,237562.722,1
2016,4,1,1,75,4,1,4,2,2,443.835,4438.35,51928.695,1
2016,4,1,1,75,4,1,5,2,3,769.375,13079.375,192343.75,1
2016,4,1,1,75,4,1,5,2,5,769.375,90786.25,0,1
2016,4,1,1,75,4,1,7,1,4,356.166,10328.814,178083,1
2016,4,1,1,76,1,1,2,1,2,1012.818,7089.726,1721790.6,1
2016,4,1,1,76,1,1,2,1,3,443.835,6213.69,443835,1
2016,4,1,1,76,1,1,2,2,3,2235.011,39387.709,3700647,2
2016,4,1,1,76,1,1,2,2,4,2174.279,89078.995,4800168.5,2
2016,4,1,1,76,1,1,3,1,2,3096.489,32621.935,4099990.015,3
2016,4,1,1,76,1,1,3,1,3,2896.708,64714.023,5189021.2,2
2016,4,1,1,76,1,1,3,1,4,3793.54,136756.314,9639261.475,2
2016,4,1,1,76,1,1,4,1,2,4454.474,38851.422,7223065.251,3
2016,4,1,1,76,1,1,4,1,3,3145.106,51966.419,2430961.85,2
2016,4,1,1,76,1,1,4,1,4,2536.948,88793.18,5073896,1
2016,4,1,1,76,1,1,4,2,2,5448.006,59296.378,5558321.05,4
2016,4,1,1,76,1,1,4,2,3,769.375,13079.375,1733401.875,1
2016,4,1,1,76,1,1,5,1,2,958.763,9587.63,2301031.2,1
2016,4,1,1,76,1,1,5,1,3,5366.596,88119.82,8714842.68,3
2016,4,1,1,76,1,1,5,1,4,1883.279,58381.649,12241313.5,1
2016,4,1,1,76,1,1,5,2,2,1999.265,22018.286,1382735.625,2
2016,4,1,1,76,1,1,5,2,3,2536.948,68497.596,2214755.604,1
2016,4,1,1,76,1,1,6,1,3,4190.724,65022.757,33430610.65,3
2016,4,1,1,76,1,1,6,1,4,1465.636,43969.08,1465636,1
2016,4,1,1,76,1,1,6,2,3,3007.525,59395.758,3743536.38,2
2016,4,1,1,76,1,1,7,1,2,1377.451,17906.863,1253480.41,1
2016,4,1,1,76,1,1,7,1,3,6797.246,118611.62,10744298.29,4
2016,4,1,1,76,1,1,7,1,4,1096.315,30696.82,2082998.5,1
2016,4,1,1,76,1,1,7,2,4,356.166,14246.64,1424664,1
2016,4,1,1,76,1,2,2,2,3,4427.013,79686.234,8951420.286,1
2016,4,1,1,76,1,2,3,1,2,3969.476,41653.409,2621805.975,3
2016,4,1,1,76,1,2,3,1,3,1586.987,33326.727,3465979.608,1
2016,4,1,1,76,1,2,4,1,3,4428.659,72292.429,7015409.83,3
2016,4,1,1,76,1,2,5,1,2,2523.52,26047.953,2873897.49,2
2016,4,1,1,76,1,2,5,2,2,2829.648,35421.412,2347844.428,2
2016,4,1,1,76,1,2,6,1,2,443.835,3106.845,165550.455,1
2016,4,1,1,76,1,2,6,1,3,2859.07,40975.789,12205965.01,2
2016,4,1,1,76,2,1,3,1,3,1420.538,19887.532,7102690,1
2016,4,1,1,76,2,1,4,1,1,769.375,2308.125,538562.5,1
2016,4,1,1,76,2,1,5,2,2,1377.451,8264.706,1568916.689,1
2016,4,1,1,76,2,2,3,1,2,1420.538,8523.228,804024.508,1
2016,4,1,1,76,4,1,1,1,3,1586.987,25391.792,238048.05,1
2016,4,1,1,76,4,1,1,2,3,986.447,15783.152,1233058.75,1
2016,4,1,1,76,4,1,3,2,2,1465.636,16121.996,1465636,1
2016,4,1,1,76,4,1,4,2,2,1755.822,21069.864,2525197,2
2016,4,1,1,76,4,1,5,1,4,1364.012,39556.348,1275351.22,1
2016,4,1,1,76,4,1,6,1,3,1465.636,30778.356,8940379.6,1
2016,4,1,1,76,4,1,6,1,4,1465.636,45434.716,1465636,1
2016,4,1,1,76,4,2,7,2,3,1586.987,22217.818,1134695.705,1
2016,4,1,1,76,5,1,5,1,4,986.447,31566.304,3156630.4,1
2016,4,1,1,77,1,1,1,1,2,1955.713,19557.13,3178033.625,1
2016,4,1,1,77,1,1,2,1,3,1168.919,21652.453,743022.822,2
2016,4,1,1,77,1,1,2,2,2,812.753,9753.036,406376.5,1
2016,4,1,1,77,1,1,2,2,3,1012.818,20256.36,633011.25,1
2016,4,1,1,77,1,1,3,1,3,6953.699,115894.984,7124457.125,5
2016,4,1,1,77,1,1,3,2,2,1138.059,11093.985,448685.55,3
2016,4,1,1,77,1,1,3,2,3,3369.18,50342.494,3337671.31,3
2016,4,1,1,77,1,1,4,1,3,2480.511,51967.338,2122878.75,3
2016,4,1,1,77,1,1,4,2,2,4059.359,20296.795,608903.85,1
2016,4,1,1,77,1,1,4,2,3,8078.155,151622.492,8038014.238,5
2016,4,1,1,77,1,1,5,1,1,1364.012,4092.036,456944.02,1
2016,4,1,1,77,1,1,5,1,2,7889.188,63784.757,5840159.45,7
2016,4,1,1,77,1,1,5,1,3,3321.824,54284.008,4240917.125,3
2016,4,1,1,77,1,1,5,2,2,1012.818,12153.816,1367304.3,1
2016,4,1,1,77,1,1,5,2,3,2784.334,42777.828,2256397.037,3
2016,4,1,1,77,1,1,6,1,2,1465.636,19053.268,1947830.244,1
2016,4,1,1,77,1,1,6,1,4,1238.48,51242.092,2031882.5,2
2016,4,1,1,77,1,1,6,2,2,782.756,7827.56,156551.2,1
2016,4,1,1,77,1,1,6,2,3,986.447,23674.728,2219505.75,1
2016,4,1,1,77,1,1,7,1,3,3857.792,61799.212,7715584,2
2016,4,1,1,77,1,1,7,1,4,812.753,46326.921,2438259,1
2016,4,1,1,77,1,2,3,1,2,3822.466,33145.133,4523333.243,4
2016,4,1,1,77,1,2,3,2,2,3287.712,26301.696,5139130.162,2
2016,4,1,1,77,1,2,3,2,3,1586.987,25391.792,2577266.888,1
2016,4,1,1,77,1,2,4,1,3,1434.144,20078.016,5243230.464,1
2016,4,1,1,77,1,2,4,2,2,3168.184,30613.342,2382508.171,4
2016,4,1,1,77,1,2,5,1,2,986.447,12823.811,2658474.665,1
2016,4,1,1,77,1,2,5,1,3,812.753,11378.542,886713.523,1
2016,4,1,1,77,1,2,5,2,2,1012.818,6076.908,955087.374,1
2016,4,1,1,77,1,2,5,2,3,2599.805,36397.27,8500968.175,2
2016,4,1,1,77,1,2,6,1,2,1538.75,13079.375,2462769.375,2
2016,4,1,1,77,1,2,6,1,3,5155.422,84454.807,12147661.21,4
2016,4,1,1,77,1,2,6,2,2,3612.623,42777.307,6770215.649,3
2016,4,1,1,77,1,2,6,2,3,3193.574,48369.16,6003364.274,2
2016,4,1,1,77,1,2,7,2,2,812.753,8940.283,414504.03,1
2016,4,1,1,77,1,2,7,2,3,1411.467,25406.406,4937311.566,1
2016,4,1,1,77,2,1,2,1,2,1377.451,8264.706,96421.57,1
2016,4,1,1,77,2,1,3,1,2,4175.269,27993.094,5236734.803,4
2016,4,1,1,77,2,1,3,1,3,1910.261,28653.915,5730783,1
2016,4,1,1,77,2,1,3,1,4,1910.261,133718.27,7641044,1
2016,4,1,1,77,2,1,3,2,3,812.753,11378.542,731477.7,1
2016,4,1,1,77,2,1,4,1,2,1420.538,8523.228,1617992.782,1
2016,4,1,1,77,2,1,4,1,3,2516.853,52282.398,8469067.032,2
2016,4,1,1,77,2,1,4,1,4,1344.736,84583.258,2128635,2
2016,4,1,1,77,2,1,4,2,1,1364.012,4092.036,887971.812,1
2016,4,1,1,77,2,1,4,2,2,769.375,4616.25,1094820.625,1
2016,4,1,1,77,2,1,5,1,1,948.809,2846.427,853928.1,1
2016,4,1,1,77,2,1,5,1,2,5530.663,39257.445,5230431.87,4
2016,4,1,1,77,2,1,5,1,3,758.987,10625.818,2428758.4,1
2016,4,1,1,77,2,1,5,1,4,1883.279,58381.649,7909771.8,1
2016,4,1,1,77,2,1,5,2,2,1465.636,8793.816,0,1
2016,4,1,1,77,2,1,6,1,2,4162.001,22200.895,3068657.6,3
2016,4,1,1,77,4,1,2,1,3,1012.818,14179.452,0,1
2016,4,1,1,77,4,1,2,2,2,1999.265,21031.839,147967.05,2
2016,4,1,1,77,4,1,2,2,3,3097.95,64319.848,1388437.983,3
2016,4,1,1,77,4,1,2,2,4,1256.588,57145.796,426695.325,2
2016,4,1,1,77,4,1,3,1,2,2190.204,22150.095,487651.8,2
2016,4,1,1,77,4,1,3,1,4,3696.563,184226.979,12895788.99,5
2016,4,1,1,77,4,1,3,2,2,4062.408,45072.357,1874038.85,4
2016,4,1,1,77,4,1,3,2,3,958.763,21092.786,230103.12,1
2016,4,1,1,77,4,1,3,2,6,425.727,80888.13,0,1
2016,4,1,1,77,4,1,4,1,2,1168.919,12246.198,320080.15,2
2016,4,1,1,77,4,1,4,1,3,2327.747,48032.034,3251523.5,3
2016,4,1,1,77,4,1,4,2,2,5577.145,40842.657,2308066.85,4
2016,4,1,1,77,4,1,4,2,3,1582.128,23688.542,724488.905,2
2016,4,1,1,77,4,1,4,2,4,2146.826,76193.763,1348903.2,2
2016,4,1,1,77,4,1,4,2,5,1465.636,167082.504,1102158.272,1
2016,4,1,1,77,4,1,5,1,3,4755.217,89376.566,4428241.1,5
2016,4,1,1,77,4,1,5,1,4,812.753,53641.698,0,1
2016,4,1,1,77,4,1,5,1,6,1420.538,383545.26,21308070,1
2016,4,1,1,77,4,1,5,2,3,1326.434,21222.944,2785511.4,1
2016,4,1,1,77,4,1,5,2,4,769.375,30005.625,769375,1
2016,4,1,1,77,4,1,6,1,2,958.763,5752.578,479381.5,1
2016,4,1,1,77,4,1,6,1,3,812.753,13004.048,406376.5,1
2016,4,1,1,77,4,1,6,1,4,872.447,45406.374,839807.488,2
2016,4,1,1,77,4,1,6,1,5,1012.818,183320.058,1205253.42,1
2016,4,1,1,77,4,1,6,2,3,1638.009,24557.632,1556733.7,2
2016,4,1,1,77,4,1,6,2,4,2365.621,145691.369,1656648.4,2
2016,4,1,1,77,4,1,6,2,5,1364.012,242794.136,1597258.052,1
2016,4,1,1,77,4,1,7,1,3,3970.362,76446.92,3392058.93,3
2016,4,1,1,77,4,1,7,1,4,443.835,12427.38,0,1
2016,4,1,1,77,4,1,7,2,2,1012.818,11140.998,506409,1
2016,4,1,1,77,4,2,1,1,4,812.753,25195.343,597373.455,1
2016,4,1,1,77,5,1,2,2,4,516.281,15488.43,979385.057,1
2016,4,1,1,77,5,1,3,1,3,812.753,18693.319,1193934.157,1
2016,4,1,1,77,5,1,3,1,5,812.753,111347.161,0,1
2016,4,1,1,77,5,1,3,1,6,1364.012,448759.948,16062605.31,1
2016,4,1,1,77,5,1,4,2,2,769.375,10001.875,769375,1
2016,4,1,1,77,5,2,5,2,2,769.375,6924.375,366991.875,1
2016,4,1,1,80,1,1,2,1,2,454.92,5004.12,545449.08,1
2016,4,1,1,80,1,1,3,1,2,1160.981,9287.848,1043721.919,1
2016,4,1,1,80,1,1,3,1,3,1883.45,28251.75,4708625,1
2016,4,1,1,80,1,1,3,2,2,1445.906,10121.342,722953,1
2016,4,1,1,80,1,1,3,2,3,1445.906,27472.214,1771234.85,1
2016,4,1,1,80,1,1,5,2,2,365.062,1825.31,182531,1
2016,4,1,1,80,1,1,5,2,3,2556.706,69031.062,8948471,1
2016,4,1,1,80,1,1,6,1,2,1160.981,6965.886,580490.5,1
2016,4,1,1,80,1,1,6,2,2,1445.906,14459.06,72295.3,1
2016,4,1,1,80,1,1,7,1,4,1370.502,117863.172,2741004,1
2016,4,1,1,80,1,2,2,2,2,1401.415,7007.075,1222033.88,1
2016,4,1,1,80,1,2,5,1,2,1445.906,17350.872,827058.232,1
2016,4,1,1,80,1,2,5,1,3,4029.037,84609.777,8843736.215,1
2016,4,1,1,80,1,2,5,2,2,2023.837,24286.044,3041827.011,1
2016,4,1,1,80,1,2,7,1,3,1201.372,21624.696,1591817.9,1
2016,4,1,1,80,2,1,4,1,1,1160.981,3482.943,1160981,1
2016,4,1,1,80,2,1,4,1,2,2321.962,17414.715,3482943,2
2016,4,1,1,80,2,1,4,2,2,2562.396,26104.828,3405523.795,2
2016,4,1,1,80,2,1,5,1,2,2159.044,10632.302,2319259.378,2
2016,4,1,1,80,2,1,5,1,4,1401.415,68669.335,6719784.925,1
2016,4,1,1,80,4,1,2,1,2,5474.943,36878.695,870873.17,2
2016,4,1,1,80,4,1,3,1,1,1160.981,3482.943,145122.625,1
2016,4,1,1,80,4,1,3,1,2,2556.706,17896.942,455093.668,1
2016,4,1,1,80,4,1,3,2,2,2124.033,19116.297,531008.25,1
2016,4,1,1,80,4,1,4,1,2,2606.887,22322.283,1695346.738,2
2016,4,1,1,80,4,1,4,2,2,1445.906,7229.53,144590.6,1
2016,4,1,1,80,4,1,5,1,2,1445.906,17350.872,180738.25,1
2016,4,1,1,80,4,1,6,1,2,9690.793,60443.454,3475311.817,4
2016,4,1,1,80,4,1,6,2,3,1370.502,28780.542,3012363.396,1
2016,4,1,1,80,4,1,7,2,2,1160.981,5804.905,343650.376,1
2016,4,1,1,80,4,2,2,2,2,5020.804,55228.844,6019943.996,1
2016,4,1,1,80,5,2,4,2,4,4029.037,173248.591,8110451.481,1
2016,4,1,1,81,1,1,1,1,2,4769.055,30253.578,4239072.096,4
2016,4,1,1,81,1,1,1,1,3,12069.225,205346.937,15159381.76,5
2016,4,1,1,81,1,1,1,2,2,4330.145,21227.523,2962140.943,6
2016,4,1,1,81,1,1,1,2,3,1883.45,30135.2,3139711.15,1
2016,4,1,1,81,1,1,2,1,2,9478.361,60682.369,8318416.746,8
2016,4,1,1,81,1,1,2,1,3,1349.056,18886.784,3372640,1
2016,4,1,1,81,1,1,2,2,1,1160.981,2321.962,98683.385,1
